timestamp,s1,s2,s3,s4,s5,sum
1.0,1.0,0.0,0.0,0.0,0.0,1.0
2.0,0.9973535081504507,4.988014440438334E-4,7.982020447665834E-4,5.985916644310625E-4,3.9920081483333337E-7,0.999249502504507
3.0,0.994714020220011,9.952115430558362E-4,0.0015928163456258994,0.0011943733049206012,1.5936130204581517E-6,0.9984980150266337
4.0,0.9920815176728662,0.001489238926469755,0.0023838551243109893,0.0017873548686047637,3.5784658665843754E-6,0.9977455450581184
5.0,0.9894559820222565,0.001980892195940294,0.003171330565170263,0.0023775462711535713,6.349008024263467E-6,0.9969921000625449
6.0,0.9868373948303467,0.002470179925427243,0.003955254815275756,0.0029649573968647223,9.900507518860085E-6,0.9962376874754333
7.0,0.9842257377080977,0.0029571106612793618,0.0047356399845310745,0.003549598098757126,1.4228251663235332E-5,0.9954823147043285
8.0,0.9816209923151366,0.0034416929223180202,0.005512498145779047,0.004131478198664166,1.9327546991140983E-5,0.994725989128889
9.0,0.979023140359628,0.003923935199920592,0.006285841334909064,0.004710607487326698,2.5193719190824042E-5,0.9939687181009752
10.0,0.976432163598146,0.004403845958103609,0.007055681550964126,0.005286995724485778,3.1822113038841E-5,0.9932105089447384
11.0,0.9738480438355457,0.004881433633605665,0.007822030756247584,0.005860652638975122,3.920809233408119E-5,0.9924513689567082
12.0,0.9712707629248354,0.00535670663597009,0.008584900876429585,0.006431587928813305,4.73470398319986E-5,0.9916913054058804
13.0,0.9687003027670492,0.005829673347627373,0.009344303800653212,0.006999811261295688,5.6234357179051476E-5,0.9909303255338046
14.0,0.9661366453111202,0.0063003421239773445,0.010100251381640338,0.0075653322730860895,6.58654648473492E-5,0.9901684365546713
15.0,0.9635797725537534,0.006768721293471128,0.010852755435797173,0.008128160570308181,7.623580206950569E-5,0.9894056456553995
16.0,0.9610296665392992,0.00723481915769284,0.011601827743319514,0.008688305728636632,8.734082677369883E-5,0.988641959995722
17.0,0.9584863093596279,0.007698643991441061,0.012347480048297707,0.00924577729338798,9.917601551893519E-5,0.9878773867082734
