timestamp,Y,A,O,Af,R,sum
32.0,0.8408323570156132,0.1523864463825289,0.006523852338649131,3.424024964234724E-5,2.231040135662488E-4,1.0
33.0,0.8364349770479794,0.15640218304723133,0.006896821078990686,3.626657223586241E-5,2.2975225356255488E-4,0.9999999999999999
34.0,0.8320706150242992,0.16037693489176597,0.007277746288152063,3.8338112231264265E-5,2.36365683551328E-4,0.9999999999999999
35.0,0.8277390978891186,0.1643110549023231,0.007666449053510909,4.045386178584831E-5,2.4294429326141687E-4,0.9999999999999999
36.0,0.8234402525391109,0.16820489363781707,0.00806275292026726,4.2612826864148194E-5,2.4948807594047696E-4,0.9999999999999999
37.0,0.8191739058405131,0.17205879923976217,0.008466483864346033,4.481402708597621E-5,2.5599702829262697E-4,0.9999999999999999
38.0,0.8149398846462523,0.17587311744220294,0.008877470265551803,4.7056495575876185E-5,2.6247115041689E-4,0.9999999999999999
39.0,0.810738015812768,0.1796481915816975,0.00929554288097389,4.933927881397784E-5,2.689104457464118E-4,0.9999999999999999
40.0,0.8065681262165315,0.18338436260735175,0.009720534818639845,5.1661436488241966E-5,2.753149209884478E-4,0.9999999999999999
41.0,0.8024300427702686,0.18708196909090252,0.010152281511415395,5.402204134808549E-5,2.816845860651103E-4,0.9999999999999998
42.0,0.7983235924388885,0.19074134723684805,0.01059062069114896,5.642017905937589E-5,2.8801945405486915E-4,0.9999999999999997
43.0,0.7942486022551216,0.19436283089262374,0.011035392363058795,5.885494806078423E-5,2.94319541134797E-4,0.9999999999999998
44.0,0.7902048993348721,0.19794675155882158,0.011486438780360927,6.132545942148634E-5,3.0058486652355154E-4,0.9999999999999997
45.0,0.7861923108922871,0.20149343839945127,0.011943604419135953,6.383083670020157E-5,3.0681545242508735E-4,0.9999999999999997
46.0,0.7822106642545466,0.20500321825224163,0.012406735953432859,6.637021580555877E-5,3.130113239730893E-4,0.9999999999999998
47.0,0.7782597868763775,0.20847641563898028,0.012875682230607994,6.89427448577789E-5,3.1917250917612016E-4,0.9999999999999998
48.0,0.7743395063542972,0.21191335277589005,0.013350294246897354,7.154758405166425E-5,3.252990388634745E-4,0.9999999999999998
49.0,0.7704496504405862,0.21531434958404053,0.013830425123220334,7.418390552088377E-5,3.31390946631732E-4,0.9999999999999996
50.0,0.7665900470569981,0.218679723699793,0.014315930081213126,7.685089320354434E-5,3.374482687920028E-4,0.9999999999999997
51.0,0.7627605243082057,0.2220097904852772,0.01480666641948995,7.954774270903796E-5,3.4347104431785595E-4,0.9999999999999998
52.0,0.758960910494991,0.2253048630388984,0.0153024934901303,8.227366118615463E-5,3.494593147939267E-4,0.9999999999999999
53.0,0.7551910341271786,0.2285652522058732,0.01580327267539043,8.502786719245098E-5,3.554131243651925E-4,0.9999999999999998
54.0,0.7514507239363183,0.23179126658879248,0.016308867364637297,8.780959056486464E-5,3.6133251968691206E-4,0.9999999999999999
55.0,0.7477398088881198,0.23498321255821011,0.016819142931503137,9.061807229156448E-5,3.6721754987522037E-4,0.9999999999999998
56.0,0.7440581181946415,0.23814139426325587,0.017333966711259002,9.345256438502682E-5,3.7306826645837224E-4,0.9999999999999997
57.0,0.7404054813262383,0.2412661136422711,0.01785320797840544,9.63123297563278E-5,3.7888472332862775E-4,0.9999999999999998
58.0,0.73678172802327,0.2443576704334658,0.01837673792447857,9.919664209064242E-5,3.8466697669477224E-4,0.9999999999999999
59.0,0.7331866883075752,0.24741636218559548,0.01890442963606989,1.0210478572394006E-4,3.904150850352648E-4,0.9999999999999997
60.0,0.7296201924937119,0.25044248426865695,0.019436158073058013,1.0503605552086758E-4,3.9612910905200804E-4,0.9999999999999996
61.0,0.7260820711999697,0.2534363298846008,0.019971800047050677,1.0798975675380967E-4,4.018091116247319E-4,0.9999999999999998
62.0,0.7225721553591551,0.2563981900780602,0.020511234200035335,1.1096520498311754E-4,4.074551577659863E-4,0.9999999999999997
63.0,0.7190902762291538,0.2593283537470942,0.021054340983236577,1.1396172593849638E-4,4.1306731457673443E-4,0.9999999999999997
64.0,0.715636265403273,0.26222710765394397,0.021601002636178774,1.1697865540154192E-4,4.1864565120254175E-4,0.9999999999999998
65.0,0.7122099548203663,0.26509473643580145,0.02215110316595224,1.2001533908941712E-4,4.2419023879035247E-4,0.9999999999999999
66.0,0.7088111767747444,0.26793152261558856,0.022704528326681257,1.230711325396595E-4,4.2970115044584903E-4,0.9999999999999997
67.0,0.7054397639258738,0.270737746612746,0.02326116559919232,1.2614540099611013E-4,4.351784611913865E-4,0.9999999999999997
68.0,0.7020955493078679,0.27351368675403037,0.023820904170880973,1.2923751929595483E-4,4.4062224792449706E-4,0.9999999999999997
69.0,0.6987783663387709,0.27625961928431836,0.024383634915775595,1.3234687175786862E-4,4.460325893769573E-4,0.9999999999999997
70.0,0.6954880488296404,0.2789758183774171,0.024949250374796526,1.3547285207125465E-4,4.5140956607441277E-4,0.9999999999999998
71.0,0.6922244309934285,0.28166255614687913,0.025517644736208933,1.3861486318656805E-4,4.5675326029655336E-4,0.9999999999999996
72.0,0.6889873474536659,0.28432010265682145,0.026088713816267813,1.4177231720671632E-4,4.6206375603783355E-4,0.9999999999999996
73.0,0.6857766332529511,0.28694872593274673,0.026662355040053543,1.449446352795272E-4,4.6734113896873195E-4,0.9999999999999997
74.0,0.6825921238612481,0.2895486919723663,0.027238467422496408,1.4813124749127505E-4,4.725854963975433E-4,0.9999999999999996
75.0,0.6794336551839933,0.2921202647564238,0.027816951549588558,1.5133159276125725E-4,4.77796917232698E-4,0.9999999999999996
76.0,0.6763010635700172,0.29466370625951765,0.028397709559781794,1.545451187374118E-4,4.8297549194560244E-4,0.9999999999999997
77.0,0.6731941858192801,0.29717927646092285,0.028980645125569682,1.5777128169296728E-4,4.881213125339953E-4,0.9999999999999994
78.0,0.6701128591904282,0.2996672333554091,0.029565663435252437,1.6100954642411726E-4,4.932344724858136E-4,0.9999999999999997
79.0,0.6670569214081681,0.30212783296405626,0.030152671174883062,1.6425938614870954E-4,4.983150667435621E-4,0.9999999999999997
80.0,0.6640262106704667,0.30456132934506464,0.030741576510393217,1.6752028240594284E-4,5.033631916691825E-4,0.9999999999999998
81.0,0.661020565655576,0.30696797460455993,0.03133228906989731,1.7079172495706188E-4,5.083789450094146E-4,0.9999999999999997
82.0,0.6580398255288857,0.30934801890739194,0.03192471992617335,1.7407321168704258E-4,5.133624258616448E-4,0.9999999999999997
83.0,0.6550838299496077,0.31170171048792555,0.032518781579319006,1.7736424850725932E-4,5.183137346402376E-4,0.9999999999999997
84.0,0.6521524190772923,0.31402929566082355,0.03311438793958146,1.806643492591255E-4,5.232329730433426E-4,0.9999999999999997
85.0,0.6492454335781809,0.3163310188318204,0.033711454310359594,1.8397303561869997E-4,5.281202440201735E-4,0.9999999999999997
86.0,0.6463627146313958,0.31860712250848594,0.03430989737137695,1.872898370022504E-4,5.329756517387521E-4,0.9999999999999997
87.0,0.6435041039349707,0.32085784731097794,0.03490963516202418,1.9061429047276593E-4,5.377993015541143E-4,0.9999999999999997
88.0,0.6406694437117224,0.3230834319827835,0.0355105870648694,1.9394594064741104E-4,5.425912999769703E-4,0.9999999999999998
89.0,0.6378585767149686,0.32528411340144725,0.036112673789335095,1.9728433960591247E-4,5.473517546428159E-4,0.9999999999999997
90.0,0.6350713462340913,0.32746012658928675,0.03671581735554017,2.0062904679987153E-4,5.520807742814886E-4,0.9999999999999996
91.0,0.6323075960999502,0.32961170472409346,0.03731994107830569,2.0397962896299358E-4,5.567784686871641E-4,0.9999999999999996
92.0,0.6295671706901467,0.3317390791498189,0.03792496955132291,2.0733566002222723E-4,5.614449486887883E-4,0.9999999999999994
93.0,0.6268499149341413,0.33384247938724515,0.03853082863148228,2.106967210098051E-4,5.660803261209383E-4,0.9999999999999996
94.0,0.6241556743182273,0.3359221331446389,0.03913744542336198,2.140623999761789E-4,5.706847137951101E-4,0.9999999999999994
95.0,0.6214842948903609,0.3379782663283886,0.03974474826387457,2.1743229190384066E-4,5.752582254714256E-4,0.9999999999999993
96.0,0.6188356232648526,0.3400111030536235,0.04035266670707055,2.2080599862202275E-4,5.798009758307566E-4,0.9999999999999996
97.0,0.6162095066269186,0.342020865654814,0.0409611315090973,2.241831287222692E-4,5.843130804472577E-4,0.9999999999999996
98.0,0.6136057927370975,0.3440077746963536,0.041570074613312163,2.275632974748707E-4,5.887946557613069E-4,0.9999999999999994
99.0,0.6110243299355321,0.3459720489831199,0.042179429135548355,2.3094612674615586E-4,5.932458190528472E-4,0.9999999999999993
100.0,0.6084649671461195,0.34791390557101587,0.042789129349532266,2.343312449166311E-4,5.976666884151247E-4,0.9999999999999994
101.0,0.6059275538805302,0.3498335597774894,0.04339911067245095,2.3771828679996232E-4,6.020573827288193E-4,0.9999999999999993
102.0,0.6034119402421001,0.3517312251920315,0.044009309650668446,2.4110689356279057E-4,6.064180216365626E-4,0.9999999999999993
103.0,0.600917976929595,0.3536071136866515,0.044619663945589666,2.444967126453746E-4,6.107487255178397E-4,0.9999999999999994
104.0,0.5984455152408517,0.3554614354263299,0.0452301123196705,2.4788739768305334E-4,6.150496154642692E-4,0.9999999999999993
105.0,0.5959944070762956,0.35729439887944714,0.04584059462257293,2.5127860842852063E-4,6.19320813255257E-4,0.9999999999999994
106.0,0.5935645049423386,0.3591062108281881,0.04645105177746383,2.5467001067490586E-4,6.235624413340218E-4,0.9999999999999994
107.0,0.5911556619546572,0.3608970763789224,0.047061425767456255,2.5806127617965236E-4,6.277746227839839E-4,0.9999999999999993
108.0,0.5887677318413542,0.3626671989725586,0.0476716596221919,2.61452082589188E-4,6.319574813055171E-4,0.9999999999999994
109.0,0.5864005689460051,0.36441678039487335,0.048281697404563506,2.648421133643797E-4,6.361111411930572E-4,0.9999999999999994
110.0,0.5840540282305905,0.3661460207868136,0.04889148419757601,2.6823105770676554E-4,6.402357273125628E-4,0.9999999999999994
111.0,0.5817279652783173,0.36785511865477205,0.04950096609134518,2.7161861048555794E-4,6.443313650793255E-4,0.9999999999999993
112.0,0.5794222362963298,0.3695442708808355,0.05011009017023255,2.750044721654102E-4,6.483981804361247E-4,0.9999999999999996
113.0,0.5771366981183125,0.37121367273300493,0.05071880450011539,2.783883487349406E-4,6.524362998317223E-4,0.9999999999999994
114.0,0.5748712082069859,0.3728635178753873,0.0513270581157906,2.8176995163600683E-4,6.564458501996949E-4,0.9999999999999996
115.0,0.5726256246564981,0.3744939983783588,0.051934801008511236,2.851489976937242E-4,6.604269589375973E-4,0.9999999999999994
116.0,0.5703998061947128,0.3761053047286984,0.052541984113654586,2.885252090472207E-4,6.643797538864557E-4,0.9999999999999994
117.0,0.568193612185395,0.37769762583969213,0.05314855929852056,2.918983130811233E-4,6.683043633105848E-4,0.9999999999999993
118.0,0.5660069026302981,0.3792711490612066,0.05375447935025923,2.952680423577678E-4,6.722009158777258E-4,0.9999999999999994
119.0,0.5638395381711507,0.38082606018973264,0.054359697963926416,2.986341345501263E-4,6.760695406395017E-4,0.9999999999999993
120.0,0.5616913800915486,0.3823625434783971,0.05496416973066608,3.019963323754463E-4,6.799103670121848E-4,0.9999999999999994
121.0,0.5595622903187495,0.38388078164694406,0.05556785012601851,3.0535438352959413E-4,6.837235247577747E-4,0.9999999999999994
122.0,0.5574521314253752,0.3853809558916837,0.056170695498353025,3.0870804062209725E-4,6.875091439653811E-4,0.9999999999999996
123.0,0.5553607666310212,0.3868632458954092,0.05677266305742422,3.1205706111187833E-4,6.912673550329086E-4,0.9999999999999994
124.0,0.5532880598037752,0.388327829837281,0.05737371086305053,3.1540120724367576E-4,6.949982886490407E-4,0.9999999999999994
125.0,0.5512338754616468,0.38977488440267793,0.05797379781391403,3.1874024598514363E-4,6.987020757755169E-4,0.9999999999999993
126.0,0.549198078773909,0.39120458479301573,0.058572883636480416,3.220739489646254E-4,7.023788476297018E-4,0.9999999999999994
127.0,0.5471805355623534,0.3926171047355311,0.05917092887403805,3.254020924095953E-4,7.060287356674424E-4,0.9999999999999997
128.0,0.5451811123024604,0.39401261649303226,0.059767894875854946,3.2872445708576075E-4,7.096518715662079E-4,0.9999999999999996
129.0,0.5431996761244862,0.39539129087361535,0.06036374378645273,3.320408282368209E-4,7.132483872085116E-4,0.9999999999999996
130.0,0.541236094814467,0.39675329724034575,0.06095843853499635,3.35350995524874E-4,7.168184146656084E-4,0.9999999999999997
131.0,0.539290236815143,0.39809880352090493,0.06155194282479869,3.3865475297146906E-4,7.203620861814678E-4,0.9999999999999994
132.0,0.5373619712268025,0.3994279762172019,0.062144221122938804,3.419518988992945E-4,7.238795341570159E-4,0.9999999999999996
133.0,0.5354511678080485,0.400740980414949,0.0627352386499929,3.4524223587449924E-4,7.273708911346448E-4,0.9999999999999994
134.0,0.5335576969764875,0.4020379797932024,0.06332496136987699,3.4852557064963955E-4,7.308362897829859E-4,0.9999999999999994
135.0,0.5316814298093443,0.40331913663386587,0.06391335597980015,3.518017141072466E-4,7.342758628819439E-4,0.9999999999999996
136.0,0.5298222380440012,0.4045846118311589,0.06450038990032742,3.5507048120400815E-4,7.376897433079873E-4,0.9999999999999994
137.0,0.5279799940784652,0.4058345649010478,0.06508603126555125,3.583316909155598E-4,7.410780640196942E-4,0.9999999999999996
138.0,0.5261545709717634,0.40706915399064,0.06567024891337066,3.615851661818793E-4,7.444409580435472E-4,0.9999999999999996
139.0,0.5243458424442679,0.40828853588754155,0.06625301237587687,3.6483073385327845E-4,7.477785584599781E-4,0.9999999999999996
140.0,0.5225536828779511,0.4094928660291771,0.06683429186984467,3.68068224636988E-4,7.510909983896556E-4,0.9999999999999996
141.0,0.5207779673165743,0.4106822985120725,0.06741405828732834,3.712974730443285E-4,7.543784109800155E-4,0.9999999999999996
142.0,0.5190185714658083,0.4118569861010994,0.06799228318636129,3.7451831733846324E-4,7.576409293920293E-4,0.9999999999999994
143.0,0.5172753716932891,0.41301708023868217,0.06856893878175838,3.7773059948272654E-4,7.608786867872083E-4,0.9999999999999997
144.0,0.5155482450286086,0.41416273105396656,0.06914399793602,3.809341650895229E-4,7.640918163148399E-4,0.9999999999999997
145.0,0.5138370691632432,0.4152940873719501,0.06971743415033692,3.8412886336979164E-4,7.672804510994544E-4,0.9999999999999996
146.0,0.5121417224504191,0.4164112967225739,0.07028922155569503,3.8731454708303093E-4,7.704447242285181E-4,0.9999999999999996
147.0,0.5104620839049171,0.41751450534977536,0.07085933490407895,3.9049107248787743E-4,7.735847687403497E-4,0.9999999999999997
148.0,0.5087980332028177,0.4186038582205029,0.07142774955977362,3.9365829929323437E-4,7.767007176122586E-4,0.9999999999999998
149.0,0.5071494506811872,0.4196794990336906,0.07199444149076305,3.9681609060994503E-4,7.79792703748901E-4,0.9999999999999998
150.0,0.5055162173377062,0.4207415702291945,0.07255938726022511,3.999643129030051E-4,7.828608599708514E-4,0.9999999999999997
151.0,0.5038982148302416,0.4217902129966888,0.07312256401812163,4.0310283594430907E-4,7.859053190033867E-4,0.9999999999999998
152.0,0.5022953254763624,0.42282556728452303,0.07368394949288284,4.062315327659261E-4,7.8892621346548E-4,0.9999999999999997
153.0,0.5007074322528021,0.4238477718085394,0.07424352198318523,4.093502796138999E-4,7.919236758590025E-4,0.9999999999999997
154.0,0.49913441879486664,0.4248569640608503,0.07480126034982204,4.1245895590256775E-4,7.948978385581286E-4,0.9999999999999997
155.0,0.4975761693957901,0.4258532803185759,0.07535714400766534,4.1555744416939413E-4,7.97848833798944E-4,0.9999999999999998
156.0,0.4960325690060392,0.4268368556525418,0.07591115291771908,4.186456300303131E-4,8.007767936692524E-4,0.9999999999999998
157.0,0.4945035032325671,0.4278078239359365,0.07646326757926192,4.217234021355762E-4,8.03681850098579E-4,0.9999999999999997
158.0,0.4929888583380175,0.4287663178529284,0.07701346902207933,4.247906521260991E-4,8.065641348483684E-4,0.9999999999999997
159.0,0.4914885212398806,0.42971246890724263,0.07756173879878375,4.278472745903043E-4,8.094237795023739E-4,0.9999999999999996
160.0,0.49000237950960124,0.4306464074306974,0.07810805897722235,4.308931670214529E-4,8.122609154572354E-4,0.9999999999999998
161.0,0.48853032137164015,0.43156826259169967,0.07865241213297117,4.3392822977546296E-4,8.150756739132445E-4,0.9999999999999997
162.0,0.4870722357024898,0.43247816240370024,0.07919478134191511,4.369523660292086E-4,8.178681858652942E-4,0.9999999999999998
163.0,0.4856280120296454,0.4333762337336081,0.07973515017291284,4.399654817392948E-4,8.206385820940084E-4,0.9999999999999997
164.0,0.4841975405305317,0.43426260231016395,0.08027350268054567,4.4296748560130456E-4,8.233869931570526E-4,0.9999999999999998
165.0,0.482780712031387,0.4351373927322727,0.08080982339794984,4.4595828900951325E-4,8.261135493806209E-4,0.9999999999999998
166.0,0.48137741800610484,0.43600072847729543,0.08134409732973125,4.489378060170651E-4,8.288183808510973E-4,0.9999999999999998
167.0,0.47998755057503456,0.4368527319092998,0.08187630994496181,4.5190595329660865E-4,8.315016174068894E-4,0.9999999999999997
168.0,0.47861100250374133,0.43769352428726976,0.08240644717025675,4.5486265010138526E-4,8.341633886304318E-4,0.9999999999999997
169.0,0.4772476672017265,0.438523225773274,0.08293449538293199,4.578078182267677E-4,8.368038238403581E-4,0.9999999999999997
170.0,0.47589743872110934,0.43934195544059335,0.08346044140424085,4.6074138197224325E-4,8.394230520838371E-4,0.9999999999999997
171.0,0.4745602117552707,0.44014983128180674,0.0839842724926893,4.6366326810383753E-4,8.420212021290726E-4,0.9999999999999997
172.0,0.4732358816374595,0.44094697021683615,0.08450597633742905,4.6657340581697537E-4,8.445984024579646E-4,0.9999999999999997
173.0,0.4719243443393632,0.4417334881009502,0.08502554105172755,4.6947172669977295E-4,8.471547812589291E-4,0.9999999999999997
174.0,0.47062549646964225,0.44250949973272635,0.08554295516651438,4.723581646967585E-4,8.496904664198737E-4,0.9999999999999996
175.0,0.46933923527243016,0.443275118861972,0.08605820762400308,4.7523265607301646E-4,8.522055855213294E-4,0.9999999999999996
176.0,0.4680654586257993,0.444030458197604,0.08657128777138785,4.780951393787515E-4,8.547002658297331E-4,0.9999999999999998
177.0,0.4668040650401935,0.44477562941548676,0.08708218535461423,4.809455554142677E-4,8.571746342908613E-4,0.9999999999999996
178.0,0.4655549536568283,0.4455107431662294,0.08759089051222312,4.8378384719535933E-4,8.596288175234123E-4,0.9999999999999997
179.0,0.46431802424605934,0.4462359090829411,0.08809739376926735,4.866099599191092E-4,8.62062941812734E-4,0.9999999999999997
180.0,0.4630931772057194,0.44695123578894513,0.08860168603130031,4.894238409300897E-4,8.644771331046957E-4,0.9999999999999997
181.0,0.4618803135594257,0.4476568309054518,0.08910375857843547,4.922254396869637E-4,8.668715169997033E-4,0.9999999999999996
182.0,0.46067933495485713,0.4483528010591895,0.0896036030594766,4.950147077294811E-4,8.692462187468535E-4,0.9999999999999996
183.0,0.45949014366200264,0.4490392518899952,0.09010121148611765,4.97791598645866E-4,8.716013632382268E-4,0.9999999999999996
184.0,0.4583126425713813,0.4497162880583626,0.09059657622721172,5.005560680405921E-4,8.73937075003317E-4,0.9999999999999996
185.0,0.45714673519223525,0.4503840132529498,0.09108969000310842,5.033080735025421E-4,8.762534782035949E-4,0.9999999999999997
186.0,0.455992325650695,0.451042530198045,0.09158054588005889,5.060475745735463E-4,8.785506966272046E-4,0.9999999999999997
187.0,0.454849318687919,0.4516919406609916,0.09206913726468793,5.087745327172977E-4,8.808288536837902E-4,0.9999999999999996
188.0,0.4537176196582077,0.4523323454595714,0.09255545789853244,5.114889112886395E-4,8.830880723994524E-4,0.9999999999999997
189.0,0.4525971345270922,0.4529638444693469,0.09303950185264549,5.141906755032216E-4,8.853284754118309E-4,0.9999999999999997
190.0,0.45148776986939887,0.4535865366309624,0.09352126352226557,5.168797924075208E-4,8.875501849653126E-4,0.9999999999999997
191.0,0.4503894328672902,0.45420051995740385,0.09400073762155005,5.195562308492244E-4,8.89753322906363E-4,0.9999999999999998
192.0,0.4493020313082826,0.45480589154121764,0.09447791917837249,5.222199614479692E-4,8.919380106789799E-4,0.9999999999999997
193.0,0.4482254735832416,0.45540274756168836,0.09495280352918302,5.248709565664366E-4,8.941043693202666E-4,0.9999999999999997
194.0,0.44715966868435525,0.4559911832919754,0.0954253863139311,5.275091902817964E-4,8.962525194561225E-4,0.9999999999999998
195.0,0.4461045262030861,0.45657129310620886,0.0958956634710502,5.301346383574992E-4,8.98382581297052E-4,0.9999999999999997
196.0,0.4450599563281026,0.45714317048654407,0.09636363123250358,5.327472782154106E-4,9.004946746340869E-4,0.9999999999999997
197.0,0.4440258698431901,0.45770690803017583,0.09682928611889068,5.353470889082876E-4,9.02588918834822E-4,0.9999999999999996
198.0,0.44300217812514264,0.45826259745631137,0.09729262493461352,5.379340510925882E-4,9.046654328395628E-4,0.9999999999999997
199.0,0.4419887931416352,0.4588103296131029,0.09775364476310239,5.405081470016182E-4,9.067243351575831E-4,0.9999999999999997
200.0,0.44098562744907777,0.45935019448453923,0.09821234296210021,5.430693604190042E-4,9.087657438634902E-4,0.9999999999999998
201.0,0.4399925941904513,0.459882281197297,0.0986687171590052,5.456176766524946E-4,9.10789776593697E-4,0.9999999999999997
202.0,0.43900960709312636,0.46040667802755125,0.09912276524627095,5.481530825080841E-4,9.127965505430001E-4,0.9999999999999997
203.0,0.4380365804666648,0.46092347240774556,0.09957448537686352,5.506755662644564E-4,9.147861824612602E-4,0.9999999999999996
204.0,0.4370734292006049,0.46143275093332187,0.10002387595977491,5.531851176477439E-4,9.167587886501852E-4,0.9999999999999996
205.0,0.43612006876223064,0.4619345993694099,0.10047093565559227,5.556817278066019E-4,9.18714484960214E-4,0.9999999999999997
206.0,0.43517641519432587,0.4624291026574763,0.10091566337212239,5.581653892875909E-4,9.206533867874986E-4,0.9999999999999996
207.0,0.4342423851129131,0.4629163449219339,0.1013580582600708,5.606360960108666E-4,9.225756090709845E-4,0.9999999999999996
208.0,0.4333178957049782,0.4633964094767107,0.10179811970877498,5.630938432461735E-4,9.244812662895867E-4,0.9999999999999996
209.0,0.43240286472618117,0.4638693788317788,0.10223584734199107,5.655386275891388E-4,9.263704724594602E-4,0.9999999999999997
210.0,0.431497210498553,0.46433533469964383,0.10267124101373358,5.67970446937864E-4,9.282433411313639E-4,0.9999999999999997
211.0,0.43060085190818004,0.4647943580017942,0.1031043008041675,5.7038930046981E-4,9.300999853881168E-4,0.9999999999999997
212.0,0.4297137084028755,0.46524652887511075,0.1035350270155523,5.727951886189747E-4,9.319405178421434E-4,0.9999999999999997
213.0,0.42883569998983884,0.46569192667823717,0.10396342016823719,5.751881130533576E-4,9.337650506331091E-4,0.9999999999999997
214.0,0.42796674723330375,0.4661306299979102,0.10438948099670735,5.775680766527103E-4,9.355736954256425E-4,0.9999999999999996
215.0,0.42710677125217444,0.4665627166552513,0.10481321044568025,5.799350834865689E-4,9.373665634071445E-4,0.9999999999999997
216.0,0.4262556937176515,0.4669882637120181,0.10523460966625182,5.822891387925659E-4,9.391437652856821E-4,0.9999999999999997
217.0,0.4254134368508471,0.4674073474768178,0.10565368001209181,5.84630248955019E-4,9.409054112879655E-4,0.9999999999999998
218.0,0.4245799234203905,0.46782004351128015,0.10607042303568782,5.869584214837916E-4,9.426516111574084E-4,0.9999999999999997
219.0,0.4237550767400238,0.4682264266361926,0.10648484048463763,5.89273664993426E-4,9.443824741522685E-4,0.9999999999999998
220.0,0.4229388206661882,0.4686265709375961,0.10689693429798908,5.915759891825428E-4,9.460981090438676E-4,0.9999999999999998
221.0,0.42213107959560237,0.4690205497728418,0.10730670660262721,5.938654048135067E-4,9.477986241148912E-4,0.9999999999999998
222.0,0.4213317784628315,0.46940843577661007,0.10771415970970812,5.961419236923525E-4,9.494841271577644E-4,0.9999999999999999
223.0,0.4205408427378488,0.46979030086689,0.1081192961111389,5.984055586489729E-4,9.511547254731041E-4,0.9999999999999998
