timestamp,s1,s2,s3,s4,s5,sum
0.0,1.0,0.0,0.0,0.0,0.0,1.0
5.0,0.9868373948337371,0.002470179923229167,0.003955254812447917,0.0029649573944140624,9.900509270833336E-6,0.9962376874730992
10.0,0.9738480438422372,0.004881433629273268,0.0078220307506708,0.005860652634143888,3.920809578306488E-5,0.9924513689521083
15.0,0.9610296665492044,0.007234819151288525,0.01160182773507106,0.008688305721493442,8.734083186595612E-5,0.9886419599889233
20.0,0.948380012495352,0.00953137757630397,0.015296122855893612,0.011449117456097857,1.5372859724444788E-4,0.984810358980892
25.0,0.9358968608433003,0.011772133300564057,0.01890637070215606,0.01414426971974464,2.3781287609015285E-4,0.9809574474418551
30.0,0.9235780199876751,0.01395809428116507,0.02243400368598757,0.01677492575711891,3.390465572619757E-4,0.9770840902692087
35.0,0.9114213271703385,0.016090252284037796,0.025880432362439275,0.01934223045252965,4.5689373768887206E-4,0.9731911360070342
40.0,0.8994246481006841,0.018169583128328223,0.029247045744828233,0.0218473106026732,5.908295288479409E-4,0.9692794171053617
45.0,0.8875858765809299,0.020197046927227257,0.03253521161567605,0.02429127518548935,7.403398662917171E-4,0.9653497501756143
50.0,0.8759029341363438,0.02217358832529981,0.03574627683330254,0.026675215625164794,9.049213221791961E-4,0.9614029362422902
55.0,0.864373769650336,0.024100136732362852,0.03888156763413389,0.029000206053337772,0.0010840809207657755,0.9574397609909362
60.0,0.8529963590043543,0.025977606553961346,0.041942389930784106,0.03126730356655712,0.0012773359568079437,0.9534609950124648
65.0,0.8417687047225202,0.027806897418490305,0.04493002960596758,0.03347754848004813,0.0014842138168391838,0.9494673940438654
70.0,0.8306888356209412,0.029588894401010583,0.047845752802299954,0.03563196457783699,0.0017042518032741843,0.9454596992053629
75.0,0.8197548064616401,0.03132446824380522,0.05069080620804364,0.03773155935928473,0.0019369969612990715,0.9414386372340728
80.0,0.8089646976110393,0.0330144755737227,0.05346641733885356,0.03977732428208105,0.002182005908505982,0.9374049207142027
85.0,0.7983166147029399,0.034659759116352655,0.056173794815577986,0.04177023500174756,0.0024388446672309032,0.933359248303849
90.0,0.7878086883059375,0.036261147907078975,0.05881412863816858,0.043711251607699474,0.002707088499554289,0.9293023049584389
95.0,0.777439073595215,0.03781945749905478,0.06138859045575296,0.04560131885591383,0.0029863217449245605,0.9252347621508611
100.0,0.767205950028656,0.03933549016814283,0.06389833383292251,0.047441366398252,0.0032761376603651607,0.9211572780883386
105.0,0.7571075210272212,0.04081003511486462,0.06634449451228729,0.049232309008483334,0.0035761382632264072,0.9170704979260829
110.0,0.7471420136595318,0.042243868663400595,0.06872819067334933,0.050975046805056164,0.0038859341764439503,0.9129750539777819
115.0,0.7373076783306048,0.04363775445768344,0.0710505231877449,0.05267046547066194,0.004205144476266188,0.9088715659229613
120.0,0.7276027884746852,0.04499244365462577,0.0733125758709054,0.0543194364686374,0.004533396542413541,0.9047606410112672
125.0,0.718025640252121,0.046308675114523,0.07551541573018636,0.05592281725624922,0.004870325910633021,0.9006428742637126
130.0,0.7085745522502293,0.047587175588671586,0.07766009320951274,0.057481451494904946,0.0052155761276120646,0.8965188486709305
135.0,0.699247865188098,0.04882865990424221,0.07974764243058868,0.058996169257333246,0.005568798608216106,0.8923891353884783
140.0,0.6900439416252748,0.05003383114644708,0.08177908143071866,0.06046778723177629,0.005929652495014909,0.8882542939292317
145.0,0.6809611656742895,0.0512033808380398,0.08375541239728677,0.06189710892323602,0.00629780452006315,0.8841148723529152
150.0,0.6719979427169608,0.05233798911618583,0.08567762189894007,0.0632849248518159,0.0066729288689012685,0.8799714074528039
155.0,0.6631526991244365,0.053438324906741046,0.08754668111352121,0.06463201274819885,0.007054707046743082,0.8758244249396406
160.0,0.65442388198092,0.05450504609597519,0.08936354605279506,0.06593913774630172,0.007442827746817159,0.8716744396228092
165.0,0.6458099588110322,0.05553879969977683,0.09112915778401358,0.067207052573146,0.007836986720829405,0.867521955588798
170.0,0.6373094173107621,0.056540222030375606,0.09284444264836221,0.06843649773598395,0.00823688665151481,0.8633674663769986
175.0,0.6289207650819595,0.05750993886061721,0.09451031247633083,0.06962820170671873,0.008642237027246744,0.8592114551528729
180.0,0.6206425293703217,0.05844856558582601,0.09612766480005158,0.07078288110365667,0.009052754018672692,0.8550543948785286
185.0,0.6124732568068295,0.05935670738328975,0.09769738306264523,0.07190124087062931,0.009468160357345708,0.8508967484807395
190.0,0.6044115131525861,0.06023495936940031,0.09922033682461745,0.07298397445352205,0.009888185216321382,0.8467389690164473
195.0,0.5964558830470151,0.0610839067544839,0.10069738196734536,0.07403176397424617,0.01031256409269048,0.842581499835781
200.0,0.5886049697593726,0.0619041249953538,0.10212936089369466,0.07504528040219018,0.010741038692017946,0.8384247747426291
205.0,0.5808573949435298,0.06269617994561807,0.10351710272580673,0.07602518372318592,0.011173356814659268,0.8342692181527998
210.0,0.5732117983959841,0.06346062800377447,0.10486142350009474,0.07697212310602469,0.01160927224392573,0.8301152452498038
215.0,0.5656668378170543,0.06419801625912398,0.10616312635948724,0.07788673706655762,0.012048544636070444,0.8259632621382935
220.0,0.55822118857522,0.06490888263553446,0.10742300174295721,0.07876965362941477,0.012490939412067439,0.8218136659951938
225.0,0.5508735434745624,0.06559375603308479,0.10864182757237387,0.07962149048737617,0.012936227651156564,0.8176668452185538
230.0,0.5436226125252666,0.06625315646762021,0.10982036943671426,0.08044285515842828,0.013384185986127273,0.8135231795741565
235.0,0.5364671227171441,0.06688759520824847,0.11095938077367111,0.08123434514053826,0.01383459650031482,0.8093830403399168
240.0,0.5294058177961373,0.06749757491280638,0.11205960304869264,0.08199654806417848,0.014287246626282736,0.8052467904480975
245.0,0.5224374580437642,0.06808358976132586,0.11312176593149,0.08273004184263301,0.014741929046165864,0.801114784625379
250.0,0.5155608200594681,0.0686461255875281,0.11414658747004718,0.08343539482011728,0.015198441593648597,0.7969873695308093
255.0,0.5087746965458306,0.06918566000837402,0.11513477426216788,0.08411316591774208,0.015656587157553335,0.792864883891668
260.0,0.5020778960966127,0.06970266255169906,0.11608702162459333,0.0847639047773522,0.01611617358701453,0.7887476586372718
265.0,0.49546924298758505,0.07019759478195961,0.11700401375972466,0.08538815190326973,0.016577013598214098,0.7846360170307531
270.0,0.4889475769701123,0.07067091042411822,0.11788642391998287,0.08598643880197185,0.01703892468265421,0.7805302747988394
275.0,0.4825117530674538,0.07112305548569432,0.11873491456983902,0.08655928811973208,0.017501729016944037,0.7764307402596633
280.0,0.4761606413737456,0.07155446837700673,0.11955013754554696,0.08710721377825412,0.01796525337407709,0.7723377144486305
285.0,0.4698931268556285,0.07196558002963391,0.12033273421261013,0.08763072110832637,0.018429329036176424,0.7682514912423754
290.0,0.4637081091564872,0.07235681401311764,0.12108333562101406,0.08813030698152548,0.018893791708685072,0.7641723574808295
295.0,0.45760450240326606,0.0727285866499352,0.12180256265825515,0.08860645993999626,0.019358481435979544,0.7601005930874322
300.0,0.4515812350158277,0.0730813071287651,0.12249102620019645,0.08905966032433547,0.01982324251838453,0.7560364711875092
305.0,0.445637249518821,0.07341537761607071,0.12314932725978044,0.08949038039960622,0.020287923430567217,0.7519802582248456
310.0,0.4397715023560254,0.07373119336602625,0.1237780571336284,0.08989908447950945,0.020752376741289987,0.7479322140764795
315.0,0.4339829637071388,0.07402914282880854,0.12437779754655567,0.09028622904873881,0.021216459034500586,0.7438925921657423
