timestamp,SYSp,AYSp,SOSp,AOSp,RASp,RSSp,AReSp,SReSp,SYLp,AYLp,SOLp,AOLp,RALp,RSLp,AReLp,SReLp,Op,sum
3059.0,0.11491802098531777,0.046056337804239955,0.05491852926289384,0.021967627392313605,4.466656379604208E-6,2.3452946978537814E-4,3.7338003768173735E-6,9.334415277998364E-6,0.003245637622853563,0.001298310487761583,0.0015480350592551996,6.192157136990735E-4,5.838626550732764E-9,1.5741882011950938E-7,1.0524703912971335E-7,2.631168869612388E-7,0.7551756897084744,1.0000000000000016
3060.0,0.11485429092864366,0.04603079635131135,0.05490314515313369,0.021961473628723114,4.464179114824082E-6,2.3439940171238877E-4,3.7327547974348764E-6,9.331801377079534E-6,0.0032438376903423504,0.001297590484011105,0.0015476014047924567,6.190422509758174E-4,5.835388252246279E-9,1.5733151359873477E-7,1.0521756626699312E-7,2.6304320519905956E-7,0.755289762543393,1.0000000000000016
3061.0,0.11479059877057099,0.046005270087219406,0.054887759991681426,0.021955319444527003,4.461703323338827E-6,2.342694109909573E-4,3.731709146098197E-6,9.329187296246958E-6,0.0032420388282041,0.0012968709084280965,0.0015471677206969105,6.188687763999984E-4,5.832151879743751E-9,1.5724425900147623E-7,1.051880913766164E-7,2.6296951836750417E-7,0.7554037822274964,1.0000000000000016
3062.0,0.11472694448683275,0.0459797590022385,0.05487237378564807,0.021949164842569632,4.45922900420499E-6,2.3413949757155228E-4,3.7306634232912405E-6,9.326573036710416E-6,0.0032402410357534363,0.001296151760738396,0.0015467340071689932,6.186952900517893E-4,5.8289174319917865E-9,1.5715705629448355E-7,1.0515861447222279E-7,2.628958265006718E-7,0.7555177487855496,1.0000000000000016
3063.0,0.11466332805317855,0.045954263086649676,0.054856986542135985,0.021943009825691903,4.456756156479763E-6,2.3400966140467615E-4,3.729617629497323E-6,9.32395859967822E-6,0.0032384443123054545,0.0012954330406680296,0.0015463002644088937,6.185217920112651E-4,5.825684907757836E-9,1.5706990544452926E-7,1.051291355674353E-7,2.6282212963262E-7,0.7556316622423059,1.0000000000000016
3064.0,0.11459974944537464,0.045928782330740624,0.05484159826823891,0.021936854396731265,4.454284779220986E-6,2.338799024408653E-4,3.7285717651991736E-6,9.321343986357207E-6,0.0032366486571757183,0.001294714747943211,0.001545866492616557,6.183482823584035E-4,5.822454305810196E-9,1.5698280641840863E-7,1.0509965467586036E-7,2.6274842779736516E-7,0.7557455226225074,1.0000000000000016
3065.0,0.11453620863920386,0.0459033167248057,0.05482620897104194,0.02193069855852171,4.451814871487142E-6,2.3375022063068998E-4,3.727525830878934E-6,9.31872919795275E-6,0.003234854069680261,0.001293996882290342,0.0015454326919916853,6.181747611730849E-4,5.819225624918008E-9,1.5689575918293974E-7,1.0507017181108787E-7,2.6267472102888206E-7,0.7558593299508843,1.0000000000000016
3066.0,0.11447270561046564,0.04587786625914591,0.05481081865762157,0.02192454231389379,4.449346432337362E-6,2.3362061592475432E-4,3.726479827018159E-6,9.316114235668756E-6,0.0032330605491355836,0.0012932794434360115,0.0015449988627337374,6.180012285350927E-4,5.815998863851253E-9,1.568087637049633E-7,1.0504068698669118E-7,2.626010093611043E-7,0.7559730842521556,1.0000000000000016
3067.0,0.11440924033497601,0.0458524309240689,0.05479542733504566,0.021918385665674604,4.4468794608314215E-6,2.3349108827369638E-4,3.7254337540978185E-6,9.313499100707668E-6,0.003231268094858657,0.0012925624311069957,0.0015445650050419297,6.178276845241129E-4,5.812774021380759E-9,1.567218199513429E-7,1.0501120021622715E-7,2.6252729282792413E-7,0.7560867855510284,1.0000000000000016
3068.0,0.11434581278856756,0.045827010709888955,0.05478003501037347,0.02191222861668781,4.444413956029738E-6,2.3336163762818795E-4,3.724387612598296E-6,9.31088379427046E-6,0.0032294767061669194,0.0012918458450302585,0.0015441311191152357,6.176541292197347E-4,5.8095510962781955E-9,1.5663492788896473E-7,1.0498171151323611E-7,2.624535714631925E-7,0.7562004338721986,1.0000000000000016
3069.0,0.11428242294708943,0.045801605606927004,0.05476464169065567,0.021906071169753634,4.441949916993375E-6,2.3323226393893464E-4,3.72334140299939E-6,9.308268317556648E-6,0.0032276863823782758,0.0012911296849329502,0.0015436972051523867,6.174805627014501E-4,5.806330087316072E-9,1.5654808748473766E-7,1.0495222089124192E-7,2.623798453007193E-7,0.7563140292403505,1.0000000000000016
3070.0,0.1142190707864073,0.04577621560551061,0.05474924738293433,0.02189991332768886,4.439487342784038E-6,2.3310296715667582E-4,3.7222951257803155E-6,9.305652671764287E-6,0.003225897122811099,0.0012904139505424085,0.001543263263351872,6.173069850486546E-4,5.8031109932677405E-9,1.5646129870559328E-7,1.0492272836375196E-7,2.623061143742731E-7,0.756427571680157,1.0000000000000016
3071.0,0.11415575628240343,0.045750840695973946,0.05473385209424296,0.02189375509330684,4.437026232464076E-6,2.329737472321846E-4,3.7212487814197034E-6,9.303036858089974E-6,0.0032241089267842295,0.0012896986415861578,0.001542829293911939,6.171333963406467E-4,5.799893812907392E-9,1.5637456151848583E-7,1.0489323394425716E-7,2.6223237871758136E-7,0.7565410612162792,1.0000000000000016
3072.0,0.11409247941097655,0.045725480868657825,0.054718455831606484,0.021887596469417497,4.43456658509648E-6,2.3284460411626792E-4,3.7202023703956015E-6,9.300420877728843E-6,0.0032223217936169736,0.001288983757791909,0.0015423952970305935,6.169597966566284E-4,5.79667854501006E-9,1.5628787589039214E-7,1.0486373764623201E-7,2.6215863836433047E-7,0.756654497873367,1.0000000000000013
3073.0,0.11402924014804193,0.04570013611390967,0.054703058602041256,0.021881437458827334,4.432108399744883E-6,2.3271553775976628E-4,3.7191558931854747E-6,9.297804731874578E-6,0.0032205357226291046,0.0012882692988875595,0.0015419612729055997,6.167861860757051E-4,5.793465188351613E-9,1.5620124178831174E-7,1.0483423948313461E-7,2.620848933481658E-7,0.7567678816760589,1.0000000000000013
3074.0,0.11396603846953132,0.045674806422083505,0.05468766041255509,0.021875278064339428,4.42965167547356E-6,2.3258654811355396E-4,3.7181093502662062E-6,9.295188421719403E-6,0.0032187507131408613,0.0012875552646011937,0.0015415272217344813,6.166125646768858E-4,5.790253741708763E-9,1.5611465917926674E-7,1.0480473946840661E-7,2.6201114370269156E-7,0.7568812126489816,1.0000000000000013
3075.0,0.11390287435139297,0.04564949178353998,0.054672261270147245,0.021869118288753438,4.427196411347427E-6,2.324576351285388E-4,3.7170627421140976E-6,9.292571948454091E-6,0.003216966764472948,0.0012868416546610814,0.0015410931437145202,6.164389325390829E-4,5.787044203859057E-9,1.560281280303018E-7,1.0477523761547327E-7,2.6193738946147126E-7,0.7569944908167504,1.0000000000000016
3076.0,0.1138397477695916,0.04562419218864634,0.05465686118180844,0.021862958134865607,4.42474260643204E-6,2.3232879875566238E-4,3.716016069204869E-6,9.289955313267959E-6,0.0032151838759465344,0.001286128468795679,0.0015406590390427584,6.16265289741113E-4,5.783836573580881E-9,1.5594164830848424E-7,1.0474573393774352E-7,2.6186363065802716E-7,0.7571077162039693,1.0000000000000016
