timestamp,SY,AY,SO,AO,RA,RS,ARe,SRe,sum,RA+RS,RA+Are
407,0.168695447,0.396242725,0.130077899,0.303522818,1.84E-04,0.001204975,5.06E-05,2.17E-05,1,0.001388848,0.000234457
408,0.168204129,0.396362171,0.130176211,0.303751999,-1.65E-04,0.001597967,5.06E-05,2.17E-05,1,0.001433173,-0.000114169
409,0.168666595,0.395638737,0.130273876,0.303980178,3.30E-04,0.001037817,5.07E-05,2.17E-05,1,0.001368243,0.000381085
410,0.168583312,0.395400056,0.130371144,0.30420714,3.42E-04,0.001023815,5.07E-05,2.17E-05,1,0.001365921,0.000392804
411,0.168624736,0.39505252,0.130467907,0.30443299,4.64E-04,8.86E-04,5.07E-05,2.17E-05,1,0.001349366,0.00051449
412,0.168516195,0.394839308,0.130564213,0.304657693,4.52E-04,8.98E-04,5.08E-05,2.18E-05,1,0.001350058,0.000502999
413,0.16845212,0.394588268,0.130660032,0.304881282,4.80E-04,8.66E-04,5.08E-05,2.18E-05,1,0.001345711,0.00053045
414,0.16828861,0.394426797,0.13075539,0.305103743,4.19E-04,9.34E-04,5.08E-05,2.18E-05,1,0.001352819,0.00046946
415,0.168378033,0.394042913,0.130850232,0.305325133,5.81E-04,7.50E-04,5.09E-05,2.18E-05,1,0.001330996,0.000631954
416,0.167944921,0.394123184,0.130944687,0.305545343,2.81E-04,0.001088568,5.09E-05,2.18E-05,1,0.00136912,0.000331473
417,0.167491569,0.394222885,0.131038675,0.305764453,-3.83E-05,0.001447918,5.10E-05,2.18E-05,1,0.001409621,1.26617E-05
418,0.167669759,0.393764941,0.131132091,0.305982564,2.02E-04,0.001176295,5.10E-05,2.19E-05,1,0.001377796,0.000252495
419,0.167151813,0.393924829,0.131225157,0.306199486,-1.75E-04,0.001601161,5.10E-05,2.19E-05,1,0.001425814,-0.000124315
420,0.167349394,0.3934527,0.131317641,0.306415433,8.08E-05,0.00131108,5.11E-05,2.19E-05,1,0.00139188,0.000131867
421,0.167323287,0.393180098,0.131409701,0.30663027,1.39E-04,0.001245111,5.11E-05,2.19E-05,1,0.00138364,0.000189632
422,0.166981155,0.393188768,0.131501355,0.306843991,-8.39E-05,0.001495575,5.11E-05,2.19E-05,1,0.001411676,-3.27595E-05
423,0.167315188,0.392600248,0.131592441,0.307056747,2.92E-04,0.001070439,5.12E-05,2.19E-05,1,0.001362271,0.000343005
424,0.166848589,0.392722042,0.131683205,0.307268325,-4.16E-05,0.001446261,5.12E-05,2.19E-05,1,0.001404684,9.63271E-06
425,0.167023705,0.392277132,0.131773411,0.307478943,1.93E-04,0.001180922,5.12E-05,2.20E-05,1,0.001373603,0.000243925
426,0.166517575,0.392436821,0.13186328,0.307688412,-1.77E-04,0.00159717,5.13E-05,2.20E-05,1,0.001420657,-0.000125232
427,0.166707878,0.391981346,0.131952587,0.307896939,7.04E-05,0.001317544,5.13E-05,2.20E-05,1,0.001387945,0.000121715
428,0.166818372,0.391597961,0.132041462,0.308104416,2.46E-04,0.001118159,5.13E-05,2.20E-05,1,0.001364435,0.000297623
429,0.166421443,0.391665256,0.132129978,0.308310784,-2.74E-05,0.001426559,5.14E-05,2.20E-05,1,0.001399135,2.39594E-05
430,0.166607718,0.391217615,0.132217957,0.308516211,2.15E-04,0.001152289,5.14E-05,2.20E-05,1,0.001367047,0.000266175
431,0.166104321,0.391381997,0.132305612,0.308720512,-1.54E-04,0.001568019,5.15E-05,2.20E-05,1,0.001414058,-0.000102509
432,0.165186361,0.391914821,0.132392899,0.308923734,-8.90E-04,0.00239868,5.15E-05,2.21E-05,1,0.001508635,-0.000838555
433,0.166141074,0.390791034,0.132479442,0.309126219,3.12E-05,0.001357406,5.15E-05,2.21E-05,1,0.001388634,8.27473E-05
434,0.166112498,0.390539206,0.132565715,0.309327551,8.17E-05,0.001299693,5.16E-05,2.21E-05,1,0.001381383,0.000133242
435,0.166068318,0.390302576,0.132651562,0.309527878,1.18E-04,0.001258012,5.16E-05,2.21E-05,1,0.001375973,0.000169547
436,0.165822749,0.390245622,0.132737014,0.309727177,-2.44E-05,0.001418115,5.16E-05,2.21E-05,1,0.001393697,2.72011E-05
437,0.16600743,0.389809105,0.13282197,0.309925546,2.14E-04,0.001148463,5.17E-05,2.21E-05,1,0.00136216,0.000265349
438,0.165505692,0.389981684,0.132906616,0.310122826,-1.56E-04,0.001565543,5.17E-05,2.21E-05,1,0.001409348,-0.00010451
439,0.165478814,0.389735188,0.132990762,0.310319193,-1.06E-04,0.001508261,5.17E-05,2.22E-05,1,0.001402161,-5.43808E-05
440,0.165780311,0.389199306,0.133074434,0.31051463,2.34E-04,0.001123076,5.17E-05,2.22E-05,1,0.001357391,0.000286064
441,0.165337894,0.389323402,0.133157813,0.310708984,-8.42E-05,0.001482102,5.18E-05,2.22E-05,1,0.001397932,-3.23862E-05
442,0.165680223,0.388754041,0.133240646,0.310902486,2.92E-04,0.001056924,5.18E-05,2.22E-05,1,0.001348583,0.000343473
443,0.165230699,0.38888709,0.133323198,0.311094906,-3.38E-05,0.001423884,5.18E-05,2.22E-05,1,0.001390041,1.80043E-05
444,0.165425274,0.388451192,0.133405232,0.311286463,2.10E-04,0.00114726,5.19E-05,2.22E-05,1,0.001357726,0.000262345
445,0.16492245,0.388634064,0.133486973,0.311476963,-1.63E-04,0.001568331,5.19E-05,2.22E-05,1,0.001405393,-0.000111027
446,0.165867766,0.387536104,0.133568067,0.311666727,7.45E-04,5.42E-04,5.19E-05,2.23E-05,1,0.001287134,0.00079717
447,0.165158784,0.387904109,0.133649031,0.311855302,1.89E-04,0.001169911,5.20E-05,2.23E-05,1,0.001358528,0.00024059
448,0.164668585,0.388079704,0.133729555,0.312042969,-1.75E-04,0.001579574,5.20E-05,2.23E-05,1,0.001404895,-0.000122673
449,0.164897394,0.387619998,0.13380956,0.312229808,9.82E-05,0.001270745,5.20E-05,2.23E-05,1,0.001368904,0.000150195
450,0.164707633,0.387532162,0.133889235,0.312415654,1.17E-07,0.001380819,5.21E-05,2.23E-05,1,0.001380935,5.21841E-05
451,0.164803492,0.387192722,0.133968466,0.312600616,1.55E-04,0.001205714,5.21E-05,2.23E-05,1,0.001360279,0.000206662
452,0.164448454,0.387253761,0.134047377,0.31278459,-9.05E-05,0.00148183,5.21E-05,2.23E-05,1,0.00139135,-3.83508E-05
453,0.164790742,0.38669867,0.134125779,0.312967751,2.81E-04,0.001061124,5.22E-05,2.24E-05,1,0.001342546,0.00033358
454,0.164471544,0.386730494,0.134203901,0.313149901,6.74E-05,0.001302189,5.22E-05,2.24E-05,1,0.001369604,0.000119605
455,0.164621969,0.386347777,0.134281556,0.313331213,2.69E-04,0.001074095,5.22E-05,2.24E-05,1,0.001342885,0.000321009
456,0.164448764,0.386252836,0.134358877,0.313511575,1.83E-04,0.001169966,5.22E-05,2.24E-05,1,0.001353306,0.000235589
457,0.163975412,0.386424874,0.134435863,0.313690993,-1.68E-04,0.001566322,5.23E-05,2.24E-05,1,0.001398174,-0.000115867
458,0.164352138,0.385845508,0.134512325,0.313869643,2.33E-04,0.001113119,5.23E-05,2.24E-05,1,0.001345659,0.000284849
459,0.163911996,0.385990597,0.134588541,0.314047282,-9.02E-05,0.001477033,5.23E-05,2.24E-05,1,0.001386814,-3.78791E-05
460,0.164257479,0.385441336,0.134664247,0.314224152,2.82E-04,0.001055829,5.24E-05,2.24E-05,1,0.001337973,0.000334512
461,0.163652894,0.385734449,0.134739734,0.314400001,-1.87E-04,0.001584917,5.24E-05,2.25E-05,1,0.001398068,-0.00013445
462,0.163766196,0.385393174,0.134814726,0.314575079,-2.07E-05,0.00139661,5.24E-05,2.25E-05,1,0.001375929,3.17471E-05
463,0.163951246,0.384989574,0.134889333,0.314749296,2.09E-04,0.001136939,5.25E-05,2.25E-05,1,0.001345613,0.000261129
464,0.163454494,0.385190818,0.13496368,0.314922545,-1.66E-04,0.001559334,5.25E-05,2.25E-05,1,0.001393486,-0.000113362
465,0.16400962,0.384461947,0.135037484,0.315095085,3.90E-04,9.30E-04,5.25E-05,2.25E-05,1,0.001320845,0.000442968
466,0.16427965,0.383986675,0.135110966,0.315266724,6.94E-04,5.87E-04,5.25E-05,2.25E-05,1,0.001280924,0.000746601
467,0.163657156,0.384302793,0.13518423,0.315437377,2.07E-04,0.001136083,5.26E-05,2.25E-05,1,0.001343343,0.000259831
468,0.163160773,0.384508427,0.135257109,0.315607197,-1.68E-04,0.001559577,5.26E-05,2.25E-05,1,0.001391353,-0.000115624
469,0.163551086,0.383930173,0.135329478,0.315776302,2.41E-04,0.001096881,5.26E-05,2.26E-05,1,0.00133778,0.000293525
470,0.163151143,0.384052746,0.135401617,0.315944448,-4.99E-05,0.001424675,5.27E-05,2.26E-05,1,0.001374824,2.8055E-06
471,0.163320605,0.383672338,0.135473303,0.31611184,1.63E-04,0.001183513,5.27E-05,2.26E-05,1,0.001346651,0.000215821
472,0.162986974,0.383738502,0.135544715,0.316278325,-6.95E-05,0.001445721,5.27E-05,2.26E-05,1,0.001376183,-1.68266E-05
473,0.163327311,0.383209097,0.13561566,0.316444079,2.94E-04,0.001034426,5.27E-05,2.26E-05,1,0.001328513,0.000346825
474,0.162942012,0.383323285,0.135686371,0.3166089,1.50E-05,0.001349004,5.28E-05,2.26E-05,1,0.001364053,6.78152E-05
475,0.162955931,0.383085146,0.135756664,0.316772959,8.91E-05,0.001264779,5.28E-05,2.26E-05,1,0.00135388,0.000141895
476,0.162826707,0.382974868,0.135826631,0.31693618,3.61E-05,0.001324025,5.28E-05,2.26E-05,1,0.001360156,8.89522E-05
477,0.162749012,0.382820087,0.135896241,0.317098595,2.85E-05,0.001332099,5.28E-05,2.26E-05,1,0.001360569,8.13182E-05
478,0.162749326,0.382597353,0.135965491,0.317260212,8.96E-05,0.001262523,5.29E-05,2.27E-05,1,0.001352083,0.000142435
479,0.162616855,0.38249329,0.136034418,0.317421005,3.28E-05,0.001326055,5.29E-05,2.27E-05,1,0.001358859,8.57053E-05
480,0.162579129,0.382306446,0.136102986,0.31758101,5.96E-05,0.001295201,5.29E-05,2.27E-05,1,0.001354817,0.000112544
481,0.162378463,0.382264962,0.13617124,0.317740194,-5.81E-05,0.001427603,5.30E-05,2.27E-05,1,0.001369492,-5.15616E-06
482,0.162505443,0.381934481,0.136239099,0.317898634,1.14E-04,0.001232751,5.30E-05,2.27E-05,1,0.001346656,0.000166885
483,0.162293422,0.381905229,0.136306677,0.318056234,-1.45E-05,0.001377185,5.30E-05,2.27E-05,1,0.001362715,3.85374E-05
484,0.162464147,0.381538184,0.136373854,0.318213105,1.96E-04,0.00113927,5.30E-05,2.27E-05,1,0.001334947,0.000248711
485,0.161974656,0.381756751,0.136440806,0.318369098,-1.79E-04,0.001561799,5.31E-05,2.27E-05,1,0.001382889,-0.000125849
486,0.162179613,0.381361545,0.13650731,0.318524416,6.10E-05,0.001290326,5.31E-05,2.28E-05,1,0.00135128,0.00011404
487,0.162183645,0.381145296,0.136573516,0.31867893,1.23E-04,0.001220077,5.31E-05,2.28E-05,1,0.00134274,0.000175774
488,0.161925327,0.381162384,0.136639435,0.318832636,-4.82E-05,0.001412466,5.31E-05,2.28E-05,1,0.001364308,4.98004E-06
489,0.16210985,0.380788448,0.136704953,0.318985641,1.73E-04,0.001162413,5.32E-05,2.28E-05,1,0.001335162,0.000225911
490,0.161825086,0.380831053,0.136770222,0.319137815,-2.21E-05,0.001381897,5.32E-05,2.28E-05,1,0.001359841,3.11317E-05
491,0.162021521,0.380448663,0.136835087,0.319289302,2.09E-04,0.001120586,5.32E-05,2.28E-05,1,0.001329408,0.000262035
492,0.161535246,0.380671763,0.136899741,0.319439933,-1.65E-04,0.001542198,5.32E-05,2.28E-05,1,0.001377263,-0.000111696
493,0.162875739,0.379278531,0.136963771,0.319590083,0.001078128,1.38E-04,5.33E-05,2.28E-05,1,0.001215785,0.001131386
494,0.161702163,0.380112208,0.137027897,0.319739116,9.54E-05,0.001247103,5.33E-05,2.28E-05,1,0.001342491,0.000148677
495,0.161535847,0.38005511,0.137091538,0.319887553,4.02E-06,0.001349767,5.33E-05,2.28E-05,1,0.001353791,5.73372E-05
496,0.161619301,0.379777891,0.137154821,0.320035288,1.33E-04,0.00120302,5.33E-05,2.29E-05,1,0.001336503,0.000186821
497,0.161315685,0.379844386,0.137217852,0.32018223,-8.00E-05,0.001443595,5.34E-05,2.29E-05,1,0.001363617,-2.66158E-05
498,0.161677393,0.37932283,0.13728046,0.320328537,2.95E-04,0.001019267,5.34E-05,2.29E-05,1,0.001314514,0.000348632
499,0.161322071,0.379437115,0.137342874,0.320474011,3.55E-05,0.001312166,5.34E-05,2.29E-05,1,0.00134763,8.88748E-05
500,0.161253488,0.379298527,0.13740493,0.320618801,2.92E-05,0.001318683,5.34E-05,2.29E-05,1,0.00134792,8.2672E-05
501,0.161250986,0.379102426,0.137466665,0.32076288,8.12E-05,0.001259438,5.35E-05,2.29E-05,1,0.001340674,0.000134694
