timestamp,SY,AY,SO,AO,RA,RS,ARe,SRe,sum,RA+RS,RA+Are
203,0.203348116,0.477671973,0.095172658,0.222078847,2.12E-04,0.001463365,3.70E-05,1.59E-05,1,0.00167554,0.00024918
204,0.202653388,0.477413008,0.095444865,0.222713757,-1.64E-04,0.001885844,3.71E-05,1.59E-05,1,0.001721965,-0.000126765
205,0.20265774,0.476539453,0.095715601,0.223345607,7.77E-05,0.001610709,3.72E-05,1.59E-05,1,0.001688432,0.00011494
206,0.203825097,0.47464054,0.095984796,0.223974481,0.001347663,1.74E-04,3.73E-05,1.60E-05,1,0.001521768,0.001384978
207,0.202196305,0.475221565,0.096253111,0.224599811,1.41E-04,0.001534544,3.74E-05,1.60E-05,1,0.001675742,0.000178624
208,0.201719778,0.4747867,0.0965199,0.225222194,-4.64E-05,0.001744239,3.75E-05,1.61E-05,1,0.001697815,-8.89309E-06
209,0.201841387,0.47382653,0.096785261,0.225841564,2.94E-04,0.001357223,3.76E-05,1.61E-05,1,0.001651496,0.000331906
210,0.202413037,0.472472155,0.097049227,0.226457915,0.001032199,5.22E-04,3.77E-05,1.62E-05,1,0.001553758,0.00106993
211,0.201103252,0.472787771,0.097312187,0.227070919,1.03E-04,0.001568345,3.78E-05,1.62E-05,1,0.001671817,0.00014131
212,0.200780341,0.472233844,0.097573676,0.227681013,4.72E-05,0.001629724,3.79E-05,1.63E-05,1,0.001676927,8.51434E-05
213,0.200547423,0.471604423,0.097833847,0.228288081,6.95E-05,0.001602427,3.80E-05,1.63E-05,1,0.001671882,0.000107496
214,0.198980497,0.472160256,0.098092943,0.228891928,-0.001090331,0.00291022,3.81E-05,1.63E-05,1,0.001819889,-0.001052183
215,0.199976367,0.470451208,0.098350326,0.229493143,1.74E-05,0.001656918,3.82E-05,1.64E-05,1,0.001674325,5.56489E-05
216,0.199872032,0.469720371,0.098606607,0.230091202,1.50E-04,0.001504929,3.83E-05,1.64E-05,1,0.001655014,0.000188427
217,0.199368676,0.469346915,0.098861678,0.230686223,-7.16E-05,0.001753172,3.84E-05,1.65E-05,1,0.001681592,-3.31376E-05
218,0.199541525,0.468378849,0.099115367,0.231278378,3.04E-04,0.00132659,3.85E-05,1.65E-05,1,0.001630824,0.000342773
219,0.198926115,0.468112744,0.099367922,0.231867468,-1.89E-05,0.001689404,3.86E-05,1.66E-05,1,0.001670554,1.97882E-05
220,0.198952787,0.467282199,0.099619114,0.232453717,2.25E-04,0.001411498,3.87E-05,1.66E-05,1,0.001636847,0.000264084
221,0.19828607,0.46706958,0.099869168,0.233036943,-1.45E-04,0.00182812,3.88E-05,1.66E-05,1,0.001682764,-0.000106523
222,0.198409999,0.466160947,0.100117847,0.23361738,1.83E-04,0.00145547,3.89E-05,1.67E-05,1,0.001638215,0.000221674
223,0.197926745,0.465793874,0.100365387,0.234194836,-2.77E-05,0.001691144,3.90E-05,1.67E-05,1,0.001663407,1.12901E-05
224,0.19795238,0.464980207,0.100611611,0.234769489,2.11E-04,0.001419243,3.91E-05,1.68E-05,1,0.001630425,0.000250303
225,0.197283961,0.464784975,0.100856722,0.235341178,-1.65E-04,0.001842511,3.92E-05,1.68E-05,1,0.00167714,-0.000126153
226,0.197320098,0.463969871,0.101100496,0.235910122,8.07E-05,0.001562558,3.93E-05,1.68E-05,1,0.001643253,0.000120007
227,0.197288091,0.463219001,0.101343067,0.236476222,2.65E-04,0.001351953,3.94E-05,1.69E-05,1,0.001617325,0.000304777
228,0.196777619,0.462895631,0.101584509,0.237039431,2.54E-05,0.001620944,3.95E-05,1.69E-05,1,0.001646381,6.49384E-05
229,0.19663447,0.462250908,0.101824688,0.237599887,1.10E-04,0.001523874,3.96E-05,1.70E-05,1,0.001633485,0.000149205
230,0.196287125,0.461790816,0.102063704,0.238157522,1.20E-05,0.001632163,3.97E-05,1.70E-05,1,0.001644138,5.16623E-05
231,0.196223882,0.461083013,0.102301483,0.23871242,1.65E-04,0.001457588,3.98E-05,1.70E-05,1,0.001622375,0.000204566
232,0.195711857,0.460776353,0.102538151,0.239264488,-8.07E-05,0.001732906,3.99E-05,1.71E-05,1,0.001652193,-4.08413E-05
233,0.195896285,0.459856861,0.102773526,0.239813908,2.89E-04,0.001313062,4.00E-05,1.71E-05,1,0.001602331,0.000329231
234,0.19534871,0.459589229,0.103007849,0.240360483,1.02E-05,0.001626276,4.01E-05,1.72E-05,1,0.00163651,5.02882E-05
235,0.195297417,0.458885953,0.103240923,0.240904407,1.69E-04,0.001444456,4.01E-05,1.72E-05,1,0.001613951,0.00020964
236,0.194793444,0.458587196,0.10347291,0.241445556,-7.30E-05,0.001716403,4.02E-05,1.72E-05,1,0.001643416,-3.27514E-05
237,0.194989155,0.457672671,0.103703627,0.241984111,3.03E-04,0.001289935,4.03E-05,1.73E-05,1,0.00159283,0.000343218
238,0.194402736,0.457454313,0.103933324,0.242519868,-1.46E-05,0.001646621,4.04E-05,1.73E-05,1,0.001632026,2.58196E-05
239,0.194446061,0.456682073,0.104161772,0.243053048,2.24E-04,0.001374808,4.05E-05,1.74E-05,1,0.001599185,0.000264879
240,0.193802859,0.456521319,0.104389196,0.243583471,-1.45E-04,0.00179055,4.06E-05,1.74E-05,1,0.001645168,-0.00010479
241,0.193451314,0.456105979,0.10461544,0.244111294,-2.58E-04,0.001915815,4.07E-05,1.74E-05,1,0.001657861,-0.000217273
242,0.192871251,0.455896581,0.104840594,0.244636454,-5.74E-04,0.002270687,4.08E-05,1.75E-05,1,0.001696882,-0.000533035
243,0.193214802,0.454873045,0.105064474,0.245159133,-7.30E-05,0.001703216,4.09E-05,1.75E-05,1,0.001630183,-3.21781E-05
244,0.193418486,0.453976927,0.105287262,0.245679188,3.03E-04,0.001276705,4.09E-05,1.75E-05,1,0.00157965,0.000343885
245,0.192850944,0.453767195,0.105509068,0.246196539,-4.76E-06,0.001622407,4.10E-05,1.76E-05,1,0.001617645,3.62661E-05
246,0.192874682,0.45303751,0.105729671,0.246711399,2.10E-04,0.001378028,4.11E-05,1.76E-05,1,0.001588007,0.000251091
247,0.192231272,0.452902027,0.105949285,0.247223596,-1.67E-04,0.001801788,4.12E-05,1.77E-05,1,0.001634966,-0.000125623
248,0.192296895,0.452142301,0.106167689,0.247733345,8.31E-05,0.001517724,4.13E-05,1.77E-05,1,0.001600795,0.000124354
249,0.192367514,0.451381647,0.106385004,0.248240556,3.36E-04,0.001229752,4.14E-05,1.77E-05,1,0.001566183,0.000377797
250,0.192138991,0.450889322,0.106601285,0.248745195,3.24E-04,0.001241958,4.15E-05,1.78E-05,1,0.00156599,0.000365482
251,0.19179678,0.450501114,0.106816508,0.249247304,2.10E-04,0.001368911,4.15E-05,1.78E-05,1,0.001578957,0.000251582
252,0.191158559,0.450378427,0.107030708,0.249746868,-1.67E-04,0.001792897,4.16E-05,1.78E-05,1,0.001625982,-0.000125295
253,0.191232857,0.449628324,0.107243724,0.250244047,8.59E-05,0.001505547,4.17E-05,1.79E-05,1,0.001591474,0.000127629
254,0.191175177,0.448998479,0.1074557,0.25073873,2.21E-04,0.001351215,4.18E-05,1.79E-05,1,0.001572221,0.00026279
255,0.190545211,0.448878711,0.107666715,0.251230865,-1.51E-04,0.001770132,4.19E-05,1.79E-05,1,0.001618689,-0.000109576
256,0.190555194,0.448195728,0.107876574,0.251720641,4.17E-05,0.001550255,4.19E-05,1.80E-05,1,0.001591938,8.36308E-05
257,0.190391285,0.447670061,0.108085416,0.252207952,8.00E-05,0.001505287,4.20E-05,1.80E-05,1,0.001585245,0.000121987
258,0.190654433,0.446769633,0.108293146,0.252692898,4.95E-04,0.001034372,4.21E-05,1.80E-05,1,0.001529733,0.000537469
259,0.190355504,0.446370175,0.108499935,0.253175346,4.12E-04,0.001126478,4.22E-05,1.81E-05,1,0.001538769,0.00045448
260,0.19041569,0.445656076,0.108705634,0.253655443,6.46E-04,8.61E-04,4.23E-05,1.81E-05,1,0.00150677,0.000688481
261,0.189757722,0.445581101,0.108910428,0.254133042,2.44E-04,0.0013137,4.23E-05,1.82E-05,1,0.001557207,0.000285857
262,0.189197324,0.445423017,0.109114185,0.254608276,-7.37E-05,0.001670308,4.24E-05,1.82E-05,1,0.001596585,-3.12928E-05
263,0.189421106,0.444573902,0.109316799,0.255081258,3.02E-04,0.001243877,4.25E-05,1.82E-05,1,0.00154621,0.00034484
264,0.188887059,0.44439899,0.109518527,0.255551771,6.65E-06,0.001576163,4.26E-05,1.83E-05,1,0.001582815,4.92389E-05
265,0.188874204,0.443765856,0.109719166,0.256020018,1.71E-04,0.001388345,4.27E-05,1.83E-05,1,0.001559808,0.000214126
266,0.18841043,0.443535163,0.109918879,0.256485865,-6.38E-05,0.001652374,4.27E-05,1.83E-05,1,0.001588603,-2.10281E-05
267,0.188630546,0.44270217,0.110117485,0.256949492,3.06E-04,0.001233617,4.28E-05,1.84E-05,1,0.001539137,0.000348339
268,0.188145248,0.442496907,0.110315218,0.257410705,4.95E-05,0.00152115,4.29E-05,1.84E-05,1,0.001570641,9.23877E-05
269,0.187871712,0.442107321,0.110511931,0.257869651,-1.99E-05,0.001597941,4.30E-05,1.84E-05,1,0.001577995,2.3028E-05
270,0.187951488,0.44140807,0.110707606,0.258326363,2.23E-04,0.001322457,4.30E-05,1.84E-05,1,0.001544975,0.000265567
271,0.187341519,0.44132263,0.11090242,0.258780698,-1.46E-04,0.001737581,4.31E-05,1.85E-05,1,0.001591127,-0.000103328
272,0.186436435,0.441501591,0.111096312,0.259232726,-7.78E-04,0.002448743,4.32E-05,1.85E-05,1,0.001671221,-0.000734317
273,0.18717743,0.440226265,0.111288968,0.259682744,4.77E-05,0.001515056,4.33E-05,1.85E-05,1,0.001562771,9.09907E-05
274,0.186936166,0.439823686,0.111480825,0.260130376,2.59E-06,0.001564431,4.34E-05,1.86E-05,1,0.001567018,4.59377E-05
275,0.186949512,0.439198753,0.111671685,0.260575815,1.82E-04,0.001360192,4.34E-05,1.86E-05,1,0.0015422,0.000225432
276,0.186541848,0.438949624,0.111861664,0.261018973,-1.21E-05,0.001577847,4.35E-05,1.86E-05,1,0.001565751,3.14033E-05
277,0.186612703,0.438279868,0.112050617,0.261459994,2.17E-04,0.001318006,4.36E-05,1.87E-05,1,0.001534574,0.000260138
278,0.186002526,0.438216101,0.112238742,0.261898717,-1.58E-04,0.001740029,4.36E-05,1.87E-05,1,0.001581565,-0.000114817
279,0.186363267,0.437295721,0.112425769,0.262335397,3.25E-04,0.001192226,4.37E-05,1.87E-05,1,0.001517392,0.000368882
280,0.186078603,0.436949757,0.112611972,0.262769807,2.37E-04,0.001290658,4.38E-05,1.88E-05,1,0.001527304,0.000280436
281,0.1855161,0.436852763,0.112797292,0.263202012,-9.86E-05,0.001667811,4.39E-05,1.88E-05,1,0.001569173,-5.47747E-05
282,0.185718261,0.436081723,0.112981564,0.263632175,2.42E-04,0.001281346,4.39E-05,1.88E-05,1,0.001523515,0.000286102
283,0.185178575,0.435970441,0.11316504,0.264060087,-7.45E-05,0.001637527,4.40E-05,1.89E-05,1,0.001562993,-3.05275E-05
284,0.185422378,0.435168417,0.113347473,0.264485982,3.02E-04,0.001211259,4.41E-05,1.89E-05,1,0.001512786,0.000345601
285,0.184917852,0.43503186,0.11352912,0.264909645,1.43E-05,0.001534109,4.41E-05,1.89E-05,1,0.001548457,5.84951E-05
286,0.184874286,0.434490089,0.113709787,0.265331265,1.34E-04,0.001396977,4.42E-05,1.89E-05,1,0.001531407,0.000178646
287,0.184486144,0.434256286,0.113889611,0.265750734,-5.13E-05,0.001605266,4.43E-05,1.90E-05,1,0.001553959,-7.01955E-06
288,0.18449367,0.433675047,0.114068474,0.266168171,1.12E-04,0.001418847,4.44E-05,1.90E-05,1,0.001531272,0.000156782
289,0.184228828,0.433337818,0.11424649,0.266583489,3.43E-05,0.001505643,4.44E-05,1.90E-05,1,0.00153991,7.86936E-05
290,0.184136225,0.432850941,0.114423592,0.266996762,1.08E-04,0.001421114,4.45E-05,1.91E-05,1,0.001528916,0.000152297
291,0.183840052,0.432547133,0.114599845,0.267407947,3.57E-07,0.001541005,4.46E-05,1.91E-05,1,0.001541362,4.49205E-05
292,0.183874003,0.431953862,0.114775166,0.267817132,1.84E-04,0.001331703,4.46E-05,1.91E-05,1,0.001516078,0.000229006
293,0.183504344,0.431720742,0.11494968,0.268224219,1.03E-05,0.00152682,4.47E-05,1.92E-05,1,0.001537159,5.50389E-05
294,0.183488117,0.431177496,0.115123267,0.268629329,1.48E-04,0.001369431,4.48E-05,1.92E-05,1,0.001517839,0.000193175
295,0.183054211,0.431006828,0.115296058,0.26903236,-8.40E-05,0.001630518,4.48E-05,1.92E-05,1,0.001546495,-3.91879E-05
296,0.183303414,0.43023412,0.115467875,0.269433484,2.87E-04,0.001209467,4.49E-05,1.92E-05,1,0.001496964,0.000332397
297,0.183109236,0.429856718,0.11563891,0.269832544,2.66E-04,0.001232583,4.50E-05,1.93E-05,1,0.001498354,0.000310738
298,0.182713722,0.429660309,0.115809126,0.270229586,6.51E-05,0.001457852,4.50E-05,1.93E-05,1,0.001522923,0.000110105
299,0.1825664,0.429246883,0.115978453,0.270624686,8.33E-05,0.001435819,4.51E-05,1.93E-05,1,0.001519151,0.000128431
300,0.182535162,0.428733388,0.116146918,0.271017835,2.04E-04,0.001298564,4.52E-05,1.94E-05,1,0.001502176,0.000248777
301,0.181945005,0.428717439,0.116314636,0.271408944,-1.72E-04,0.001720977,4.52E-05,1.94E-05,1,0.001549363,-0.000126382
302,0.182050589,0.428088184,0.116481403,0.271798206,6.83E-05,0.001448596,4.53E-05,1.94E-05,1,0.001516911,0.00011361
303,0.181991792,0.427607136,0.116647368,0.272185504,1.62E-04,0.001341401,4.54E-05,1.94E-05,1,0.001503401,0.00020736
304,0.181551606,0.427466415,0.116812568,0.272570817,-8.27E-05,0.00161636,4.54E-05,1.95E-05,1,0.001533703,-3.72319E-05
305,0.181810376,0.426709501,0.11697683,0.272954313,2.91E-04,0.001193299,4.55E-05,1.95E-05,1,0.001483997,0.000336186
306,0.180135193,0.427667481,0.117140594,0.273335614,-0.001048652,0.002704698,4.56E-05,1.95E-05,1,0.001656046,-0.001003094
307,0.181178408,0.426221289,0.117303093,0.273715414,1.77E-05,0.001498951,4.56E-05,1.95E-05,1,0.001516632,6.32963E-05
308,0.18112532,0.425748334,0.117464964,0.274093162,1.13E-04,0.00139014,4.57E-05,1.96E-05,1,0.001502966,0.000158504
309,0.180867601,0.425459144,0.117626062,0.274468998,2.61E-05,0.001486735,4.57E-05,1.96E-05,1,0.001512853,7.18586E-05
310,0.18082654,0.424980708,0.117786321,0.274842993,1.30E-04,0.001367509,4.58E-05,1.96E-05,1,0.001498005,0.000176299
311,0.18047025,0.424783931,0.117945835,0.275215078,-4.49E-05,0.00156426,4.59E-05,1.97E-05,1,0.001519385,9.90504E-07
312,0.180547095,0.424206222,0.118104482,0.275585373,1.62E-04,0.00132874,4.59E-05,1.97E-05,1,0.001491218,0.000208404
313,0.180114894,0.424081745,0.118262424,0.275953749,-8.15E-05,0.001602974,4.60E-05,1.97E-05,1,0.001521491,-3.54942E-05
314,0.180382231,0.423340446,0.118419463,0.276320392,2.93E-04,0.001178571,4.60E-05,1.97E-05,1,0.001471684,0.000339162
315,0.179726919,0.423418545,0.118575872,0.276685073,-1.50E-04,0.001677449,4.61E-05,1.98E-05,1,0.00152772,-0.000103618
316,0.179098801,0.423475069,0.118731498,0.277047941,-5.69E-04,0.002149918,4.62E-05,1.98E-05,1,0.001580734,-0.00052301
317,0.179495677,0.422626583,0.11888618,0.277409152,-8.20E-05,0.001598331,4.62E-05,1.98E-05,1,0.001516365,-3.57349E-05
318,0.179765911,0.421892699,0.119040112,0.277768544,2.92E-04,0.001174138,4.63E-05,1.98E-05,1,0.001466605,0.000338757
319,0.179087048,0.42200158,0.119193433,0.278126007,-1.74E-04,0.001699656,4.64E-05,1.99E-05,1,0.001525717,-0.000127587
320,0.179193507,0.421417614,0.119345862,0.278481804,5.42E-05,0.001440742,4.64E-05,1.99E-05,1,0.001494914,0.000100582
321,0.178634774,0.421425027,0.119497641,0.278835731,-3.07E-04,0.001847673,4.65E-05,1.99E-05,1,0.001540444,-0.000260758
322,0.178376185,0.421169129,0.119648615,0.279187938,-4.04E-04,0.001955263,4.65E-05,1.99E-05,1,0.001551665,-0.000357068
323,0.178444796,0.420625955,0.119798782,0.279538439,-2.11E-04,0.001736458,4.66E-05,2.00E-05,1,0.001525477,-0.000164394
324,0.178204714,0.420358491,0.119948253,0.279887148,-2.92E-04,0.001827045,4.66E-05,2.00E-05,1,0.001534761,-0.000245639
325,0.177874636,0.420173097,0.120096994,0.280234107,-4.54E-04,0.002008358,4.67E-05,2.00E-05,1,0.00155445,-0.000407204
326,0.178065535,0.419528826,0.120244908,0.280579413,-1.55E-04,0.001669518,4.68E-05,2.00E-05,1,0.001514518,-0.00010824
327,0.177404247,0.419641424,0.120392227,0.280922874,-6.11E-04,0.002183466,4.68E-05,2.01E-05,1,0.001572348,-0.000564298
328,0.177873997,0.41875499,0.120538624,0.28126479,-6.67E-05,0.001567291,4.69E-05,2.01E-05,1,0.001500637,-1.97801E-05
329,0.178145041,0.418046829,0.120684325,0.281604974,3.01E-04,0.001150521,4.69E-05,2.01E-05,1,0.001451788,0.000348197
330,0.177707359,0.417968484,0.120829417,0.281943359,4.12E-05,0.001443087,4.70E-05,2.01E-05,1,0.001484257,8.81566E-05
331,0.177560799,0.41763471,0.120973739,0.282280101,3.81E-05,0.001445302,4.70E-05,2.02E-05,1,0.001483448,8.51892E-05
332,0.177449758,0.417271797,0.121117335,0.28261517,6.59E-05,0.001412722,4.71E-05,2.02E-05,1,0.001478656,0.000113033
333,0.177184029,0.417048138,0.121260242,0.282948547,-4.38E-05,0.00153552,4.72E-05,2.02E-05,1,0.00149168,3.31445E-06
334,0.17728748,0.416499905,0.121402377,0.283280318,1.73E-04,0.001289911,4.72E-05,2.02E-05,1,0.001462478,0.000219777
335,0.176898815,0.416389652,0.121543884,0.283610363,-4.73E-05,0.001537046,4.73E-05,2.03E-05,1,0.001489766,-1.4701E-08
336,0.176987822,0.415858745,0.121684608,0.283938834,1.55E-04,0.00130729,4.73E-05,2.03E-05,1,0.001462392,0.000202421
337,0.176572409,0.415776689,0.121824714,0.284265595,-8.97E-05,0.001582575,4.74E-05,2.03E-05,1,0.001492917,-4.22834E-05
338,0.176849166,0.415084048,0.121964008,0.284590829,2.78E-04,0.001166499,4.74E-05,2.03E-05,1,0.001444195,0.000325123
339,0.176866438,0.414623376,0.122102651,0.284914405,4.15E-04,0.00101056,4.75E-05,2.04E-05,1,0.001425298,0.000462219
340,0.176951005,0.414105343,0.122240592,0.285236379,6.11E-04,7.88E-04,4.75E-05,2.04E-05,1,0.001398773,0.000658278
341,0.176418752,0.414135631,0.122377947,0.285556659,2.60E-04,0.001182904,4.76E-05,2.04E-05,1,0.001443027,0.000307711
342,0.176030393,0.414040716,0.122514596,0.285875363,3.63E-05,0.001434594,4.76E-05,2.04E-05,1,0.001470872,8.39208E-05
343,0.17593983,0.413684327,0.122650514,0.286192523,7.55E-05,0.001389215,4.77E-05,2.04E-05,1,0.00146467,0.000123149
344,0.176203709,0.413016302,0.122785697,0.286508156,4.28E-04,9.90E-04,4.77E-05,2.05E-05,1,0.001417926,0.000475542
345,0.176221788,0.412568064,0.122920246,0.28682218,5.62E-04,8.37E-04,4.78E-05,2.05E-05,1,0.001399436,0.000609756
346,0.175799564,0.41251181,0.123054199,0.287134575,3.06E-04,0.001125728,4.79E-05,2.05E-05,1,0.001431492,0.000353615
347,0.175429838,0.412411219,0.123187475,0.287445421,9.55E-05,0.001362157,4.79E-05,2.05E-05,1,0.001457613,0.00014336
348,0.175224699,0.41216704,0.123320061,0.287754742,3.03E-05,0.001434689,4.80E-05,2.06E-05,1,0.001464951,7.82181E-05
349,0.175181447,0.411781651,0.12345196,0.288062547,1.08E-04,0.001346019,4.80E-05,2.06E-05,1,0.001453815,0.000155803
350,0.174970164,0.411547142,0.123583229,0.288368792,3.60E-05,0.001426011,4.81E-05,2.06E-05,1,0.001462018,8.40651E-05
351,0.174883803,0.411204133,0.123713824,0.288673531,7.42E-05,0.001381756,4.81E-05,2.06E-05,1,0.001455983,0.000122336
352,0.175231703,0.410478731,0.123843696,0.288976815,4.96E-04,9.04E-04,4.82E-05,2.06E-05,1,0.001400256,0.000544454
353,0.174988965,0.410278341,0.123973019,0.289278502,3.95E-04,0.001017354,4.82E-05,2.07E-05,1,0.001412302,0.000443157
354,0.175201028,0.409677353,0.124101623,0.289578753,6.96E-04,6.77E-04,4.83E-05,2.07E-05,1,0.001372301,0.000743894
355,0.174527971,0.409862083,0.124229732,0.289877377,2.12E-04,0.001221592,4.83E-05,2.07E-05,1,0.001433824,0.00026054
356,0.173978164,0.409939739,0.124357183,0.290174532,-1.63E-04,0.001643929,4.84E-05,2.07E-05,1,0.001481299,-0.00011427
357,0.17441659,0.409144481,0.124483837,0.290470351,3.37E-04,0.001078826,4.84E-05,2.07E-05,1,0.001415587,0.000385168
358,0.174348305,0.408799878,0.124609942,0.290764623,3.87E-04,0.001020984,4.85E-05,2.08E-05,1,0.001408027,0.000435499
359,0.174618747,0.408157395,0.124735364,0.291057478,7.37E-04,6.25E-04,4.85E-05,2.08E-05,1,0.001361722,0.000785127
360,0.173884154,0.408406747,0.124860327,0.291348726,1.96E-04,0.00123471,4.86E-05,2.08E-05,1,0.001430683,0.000244527
361,0.173342529,0.408487248,0.124984635,0.291638551,-1.74E-04,0.001652008,4.86E-05,2.08E-05,1,0.001477603,-0.0001258
362,0.173494694,0.407955477,0.125108211,0.291927035,6.88E-05,0.001376245,4.87E-05,2.09E-05,1,0.001445082,0.000117488
363,0.173642536,0.407429511,0.125231171,0.292214081,3.08E-04,0.001105421,4.87E-05,2.09E-05,1,0.001413131,0.000356408
364,0.173309835,0.407330972,0.125353598,0.292499625,1.21E-04,0.001315675,4.87E-05,2.09E-05,1,0.001436332,0.000169403
365,0.173027891,0.407189452,0.125475407,0.292783755,-2.20E-05,0.001475791,4.88E-05,2.09E-05,1,0.001453789,2.67929E-05
366,0.173177046,0.406668199,0.125596538,0.293066533,2.16E-04,0.001205483,4.88E-05,2.09E-05,1,0.001421911,0.000265268
367,0.172639701,0.406756692,0.125717179,0.2933478,-1.53E-04,0.001622169,4.89E-05,2.10E-05,1,0.001468788,-0.000104492
368,0.172501613,0.406493622,0.125837154,0.293627725,-1.70E-04,0.001640262,4.89E-05,2.10E-05,1,0.001469978,-0.000121348
369,0.17271218,0.405923786,0.125956473,0.293906307,1.21E-04,0.001310355,4.90E-05,2.10E-05,1,0.001431282,0.000169907
370,0.172430496,0.405791682,0.126075279,0.294183429,-2.41E-05,0.001473214,4.90E-05,2.10E-05,1,0.001449076,2.48895E-05
371,0.172585531,0.405274821,0.126193422,0.294459234,2.17E-04,0.001200016,4.91E-05,2.10E-05,1,0.001416888,0.000265945
372,0.172052189,0.40536932,0.126311089,0.294733564,-1.52E-04,0.001615673,4.91E-05,2.10E-05,1,0.001463669,-0.000102883
373,0.171209407,0.405739668,0.126428222,0.295006481,-7.95E-04,0.002341305,4.92E-05,2.11E-05,1,0.001545987,-0.000746149
374,0.172038983,0.404631235,0.126544495,0.295278284,4.13E-05,0.001395433,4.92E-05,2.11E-05,1,0.001436704,9.0481E-05
375,0.171888824,0.404392091,0.126660351,0.29554859,1.01E-05,0.001429717,4.93E-05,2.11E-05,1,0.00143978,5.93187E-05
376,0.171907383,0.404005423,0.126775601,0.295817574,1.28E-04,0.001295887,4.93E-05,2.11E-05,1,0.00142359,0.000177003
377,0.171593299,0.403915113,0.126890333,0.296085168,-4.96E-05,0.001495221,4.93E-05,2.11E-05,1,0.001445596,-2.80829E-07
378,0.17170654,0.403448296,0.127004422,0.296351493,1.51E-04,0.001267871,4.94E-05,2.12E-05,1,0.001418694,0.000200211
379,0.171319401,0.403426328,0.127118026,0.296616416,-9.22E-05,0.001541389,4.94E-05,2.12E-05,1,0.001449211,-4.27442E-05
380,0.171621292,0.402796129,0.12723095,0.296880122,2.74E-04,0.001126552,4.95E-05,2.12E-05,1,0.001400826,0.000323749
381,0.171526164,0.402519247,0.127343377,0.297142455,2.89E-04,0.001109234,4.95E-05,2.12E-05,1,0.001398012,0.000338298
382,0.170835454,0.402771475,0.127455343,0.297403394,-2.24E-04,0.001687964,4.96E-05,2.12E-05,1,0.001463529,-0.000174869
383,0.170514803,0.402697853,0.12756669,0.297663087,-4.11E-04,0.001897249,4.96E-05,2.13E-05,1,0.0014867,-0.00036094
384,0.170633152,0.402237335,0.12767741,0.29792155,-2.09E-04,0.001668161,4.97E-05,2.13E-05,1,0.001459623,-0.000158885
385,0.17048783,0.402012036,0.127787622,0.298178687,-2.40E-04,0.001703252,4.97E-05,2.13E-05,1,0.001462834,-0.000190723
386,0.169981171,0.402108417,0.127897345,0.29843449,-5.93E-04,0.002100173,4.97E-05,2.13E-05,1,0.001507526,-0.000542907
387,0.170455207,0.401338275,0.128006359,0.298689163,-7.72E-05,0.001517101,4.98E-05,2.13E-05,1,0.001439884,-2.74375E-05
388,0.170771674,0.400709386,0.128114856,0.298942544,2.98E-04,0.001092117,4.98E-05,2.14E-05,1,0.001390368,0.000348071
389,0.1703671,0.400720621,0.128222932,0.299194556,3.50E-05,0.001388599,4.99E-05,2.14E-05,1,0.001423559,8.48229E-05
390,0.170297576,0.400436942,0.128330414,0.299445363,6.78E-05,0.001350623,4.99E-05,2.14E-05,1,0.001418414,0.000117695
391,0.17045774,0.399951624,0.128437322,0.299694953,3.03E-04,0.001083532,4.99E-05,2.14E-05,1,0.001387009,0.000353423
392,0.170111441,0.399916424,0.128543782,0.299943226,9.04E-05,0.001323354,5.00E-05,2.14E-05,1,0.001413717,0.00014035
393,0.169958159,0.399712036,0.12864968,0.30019029,4.76E-05,0.001370721,5.00E-05,2.14E-05,1,0.001418366,9.76744E-05
394,0.169634494,0.399660193,0.128755078,0.300436098,-1.46E-04,0.001588971,5.01E-05,2.15E-05,1,0.001442609,-9.62914E-05
395,0.169632417,0.399325313,0.128859898,0.300680729,-5.62E-05,0.001486209,5.01E-05,2.15E-05,1,0.001430057,-6.04122E-06
396,0.169718252,0.398914276,0.128964182,0.300924153,1.11E-04,0.001296073,5.02E-05,2.15E-05,1,0.001407493,0.000161571
397,0.169500809,0.39877342,0.129067996,0.301166321,1.01E-05,0.001409685,5.02E-05,2.15E-05,1,0.001419752,6.02592E-05
398,0.169526045,0.398419364,0.129171254,0.301407318,1.23E-04,0.001281174,5.02E-05,2.15E-05,1,0.00140426,0.000173318
399,0.169242543,0.398340309,0.129274047,0.301647068,-3.76E-05,0.001461865,5.03E-05,2.15E-05,1,0.001424216,1.26231E-05
400,0.169412026,0.397861839,0.129376254,0.301885691,2.02E-04,0.001190158,5.03E-05,2.16E-05,1,0.001392317,0.00025247
401,0.168885381,0.398001335,0.129478067,0.302123023,-1.75E-04,0.001614975,5.04E-05,2.16E-05,1,0.001440265,-0.000124358
402,0.169074382,0.397508848,0.129579255,0.302359277,8.15E-05,0.001324768,5.04E-05,2.16E-05,1,0.001406252,0.000131875
403,0.169038626,0.397216974,0.129679975,0.302594322,1.38E-04,0.001259786,5.04E-05,2.16E-05,1,0.001398062,0.000188705
404,0.168690788,0.397203018,0.129780246,0.302828149,-8.16E-05,0.001507337,5.05E-05,2.16E-05,1,0.001425701,-3.11675E-05
405,0.169016693,0.396594157,0.129879906,0.303060911,2.94E-04,0.001081755,5.05E-05,2.16E-05,1,0.001376181,0.000344933
406,0.168577909,0.396663922,0.129979195,0.3032924,-6.87E-06,0.001421234,5.05E-05,2.17E-05,1,0.001414365,4.36772E-05
